,address,lon,lat,full_address_google,eircode,useful_address
0,"Tomas Walsh & Sons, County Waterford, Ireland",-7.625886700000001,52.08991779999999,"48 O'Connell St, Dungarvan, Co. Waterford, X35 EW73, Ireland",X35 EW73,True
1,"Shane Mckenna Plumbing & Heating, County Louth, Ireland",-6.570027,53.81921999999999,"Ardee, Co. Louth, Ireland",,False
2,"Paul O Reilly Builder Ltd T/A Top Build, County Dublin 6W, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
3,"Raymond Barrett, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
4,"KQH Ltd, County Cork, Ireland",-8.487242,51.897193,"The Bungalow, Whites Cross, Co Cork, Co. Cork, Ireland",,True
5,"SMG Plumbing & Heating, County Co Dublin, Ireland",-6.1414065,53.2722583,"438 Pearse Villas, Thomastown, Sallynoggin, Co. Dublin, A96 YP38, Ireland",A96 YP38,True
6,"TC Systems, County Dublin 6W, Ireland",-6.364466699999999,53.3837769,"Blanchardstown, Castleknock, Co. Dublin, Ireland",,True
7,"Crystal Complete Building Ltd, County Meath, Ireland",-6.3968642,53.5154931,"15 Hunter's Ln, Ashewood, Ashbourne, Co. Meath, A84 PY95, Ireland",A84 PY95,True
8,"Duffy Plumbing & Heating Ltd, County Meath, Ireland",-6.262851899999999,53.69932290000001,"17 The Avenue, The Manor, Bettystown, Co. Meath, A92 TN50, Ireland",A92 TN50,True
9,"Mulcahy Construction Ltd, County Tipperary, Ireland",-7.6722395,52.3644082,"Moangarriff, Powerstown Road, Co. Tipperary, Ireland",,True
10,"Nalif Mechanical Services Ltd T/A NMS Group, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
11,"Sean Bermingham Carpentry & Maintenance, County Galway, Ireland",-8.944250799999999,53.3770892,"Co. Galway, Ireland",,False
12,"Total Insulation, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
13,"JD Heating & Plumbing, County Dublin 16, Ireland",-6.294939599999999,53.2772055,"204 Moyville, Rathfarnham, Dublin, D16 A3F4, Ireland",D16 A3F4,True
14,"Home Master Munster, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
15,"Bracken Plumbing and Heating, County Wicklow, Ireland",-6.0846415,53.1478802,"Chapel Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",,True
16,"James N.Earls+Sons+Daughter Ltd, County Dublin 16, Ireland",-6.2519182,53.284124,"18 Acorn Dr, Dundrum, Dublin 16, D16 VR60, Ireland",D16 VR60,True
17,"Hydroflow Plumbing And Heating, County Dublin 22, Ireland",-6.391093199999999,53.3447813,"33 Oatfield Ave, Coldcut, Dublin 22, D22 T6H2, Ireland",D22 T6H2,True
18,"John Gaffey Ltd, County Westmeath, Ireland",-7.4653217,53.5345308,"Westmeath, Co. Westmeath, Ireland",,False
19,"STS Building Services, County Co Dublin, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
20,"Mark Fitzpatrick & Son Ltd, County Co Dublin, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
21,"Mark Scanlon Heating & Plumbing Ltd, County Cork, Ireland",-8.764363099999999,51.9884699,"Co. Cork, Ireland",,False
22,"Bernard Kavanagh, County Co Dublin, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
23,"Daly Gas And Plumbing, County Dublin 24, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
24,"Donncha Lambert Heating And Plumbing, County Laois, Ireland",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False
25,"Derchil Limited t/a CosiHomes, County Meath, Ireland",-6.410971099999999,53.5244455,"Unit 1B, Ashbourne Business Park, Ashbourne, Co. Meath, A84 X978, Ireland",A84 X978,True
26,"Anthony Ryan, County Laois, Ireland",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False
27,"Trevor Hill & Co Ltd, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
28,"Carroll Contractors, County Dublin 24, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
29,"Cairealacht Chill-Bhride Teo. / KSG Construction, County Galway, Ireland",-9.3657509,53.54228029999999,"Rusheen West, Co. Galway, F12 YA70, Ireland",F12 YA70,True
30,"Donal Broderick Plumbing & Heating Ltd, County Kerry, Ireland",-9.5668632,52.15446069999999,"Kerry, Co. Kerry, Ireland",,False
31,"PFN Plumbing & Heating Ltd, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
32,"Patrick O Brien Plumbing and Heating, County Galway, Ireland",-8.4081355,53.5231383,"Ballinacor, Newbridge, Co. Galway, H53 E7F9, Ireland",H53 E7F9,True
33,"Gorcon Ltd, County Armagh, Ireland",-6.710978,54.3668945,"11 Ballyscandal Rd, Armagh BT61 8BL, UK",BT61 8BL,True
34,"Enda Mc Hugh, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
35,"Dunleavy Building Systems Ltd, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
36,"Miral Building Contractors Ltd, County Wicklow, Ireland",-6.367254300000001,52.9862313,"Wicklow, Co. Wicklow, Ireland",,False
37,"Adriano Cretaro, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
38,"Green Joule Heating & Plumbing, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
39,"Pro Insulation, County Dublin 24, Ireland",-6.3617428,53.3123196,"Ballymount Cross Industrial Estate, Unit 1 Ballymount Rd Lower, Redcow, Dublin 24, D24 HK79, Ireland",D24 HK79,True
40,"Trinity Building Services, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
41,"Ferm Eng Ltd, County Donegal, Ireland",-8.094663299999999,54.6490568,"Ardeskin, Donegal, F94 EK5R, Ireland",F94 EK5R,True
42,"Heatec Plumbing Contractors Limited, County Wexford, Ireland",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False
43,"CBE Homes Ltd, County Kildare, Ireland",-6.582312,53.365393,"Maynooth Business Campus, Straffan Rd, Moneycooly, Maynooth, Co. Kildare, Ireland",,True
44,"Eamon Lynskey Plumbing and Heating, County Galway, Ireland",-8.4081355,53.5231383,"Ballinacor, Newbridge, Co. Galway, H53 E7F9, Ireland",H53 E7F9,True
45,"Jobryte, County Galway, Ireland",-8.8534113,53.3564509,"Galway, Co. Galway, Ireland",,False
46,"Joe Mc Loughlin Heating And Plumbing, County Kildare, Ireland",-6.637265299999999,53.3425824,"Smithstown, Maynooth, Co. Kildare, Ireland",,True
47,"Michael Kelleher Plumbing, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
48,"Terence Mc Donagh, County Galway, Ireland",-8.944250799999999,53.3770892,"Co. Galway, Ireland",,False
49,"R E Carpentry & Construction, County Dublin 13, Ireland",-6.3560875,53.3708081,"1, Parkmore, Peck's Ln, Castleknock, Co. Dublin, Ireland",,True
50,"Richard Harte Building & Plastering Services Ltd, County Waterford, Ireland",-7.110070299999999,52.2593197,"Waterford, Ireland",,False
51,"Ecoliving LTD, County Dublin 14, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
52,"WM Black & Sons Contracting Ltd, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
53,"Kieron Murphy Plumbing & Heating Ltd, County Dublin 16, Ireland",-6.282355099999999,53.3767625,"52 Violet Hill Park, Botanic, Dublin 11, D11 W0F4, Ireland",D11 W0F4,True
54,"P Corbett Construction Ltd, County Wexford, Ireland",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False
55,"Collins Construction & Project Management Ltd., County Co Dublin, Ireland",-6.1957634,53.2846831,"2 Merville Rd, Stillorgan, Dublin, A94 E3F8, Ireland",A94 E3F8,True
56,"Barry Murphy Plumbing & Heating T/A BM Heating, County Dublin 9, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
57,"David Coleman Renewables Ltd. T/A DC Renewables, County Clare, Ireland",-8.8838942,52.7021446,"146 Cluain Airne, Tullyglass, Shannon, Co. Clare, Ireland",,True
58,"CCP Limited, County Donegal, Ireland",-8.1040967,54.6548993,"County Donegal, Co. Donegal, Ireland",,False
59,"AMW Plumbing & Heating, County Tipperary, Ireland",-7.407657700000001,52.3396992,"Carrickbeg, Carrick-On-Suir, Co. Tipperary, E32 A256, Ireland",E32 A256,True
60,"Michael Loughlin Plumbing And Heating, County Leitrim, Ireland",-8.0020133,54.1246909,"Leitrim, Co. Leitrim, Ireland",,False
61,"Brendan Keaney, County Galway, Ireland",-8.8534113,53.3564509,"Galway, Co. Galway, Ireland",,False
62,"SC Plumbing and Heating, County Co Dublin, Ireland",-6.245529700000001,53.44808510000001,"Ridgewood, Swords, Co. Dublin, K67 FN26, Ireland",K67 FN26,True
63,"HDC Construction, County Offaly, Ireland",-7.7122229,53.2356871,"Offaly, Co. Offaly, Ireland",,False
64,"Trayton Lowe Interiors, County Wicklow, Ireland",-6.367254300000001,52.9862313,"Wicklow, Co. Wicklow, Ireland",,False
65,"Thorncastle Builders Ltd T/A Warm Wrap Homes, County Co Dublin, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
66,"Venture Home Heating Service, County Kildare, Ireland",-6.6964232,53.2956966,"48 Meadow Ct, Clane, Co. Kildare, W91 E5D6, Ireland",W91 E5D6,True
67,"Neil Harrington Plumbing & Heating, County Cork, Ireland",-8.4001904,51.9399109,"1 Glenrichmond, Riverstown, Glanmire, Co. Cork, T45 XN95, Ireland",T45 XN95,True
68,"IMECH Mechanical, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
69,"Barrabehy Ltd t/a Walshcon, County Kilkenny, Ireland",-7.2500288,52.35173899999999,"Barrabehy, Co. Kilkenny, Ireland",,False
70,"Tom Kennedy Plumbing & Heating, County Kerry, Ireland",-10.2671818,52.1405951,"Ballinabuck, Ballydavid, Dingle, Co. Kerry, Ireland",,True
71,"Beechgrove Developments Ltd, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
72,"Room2build, County Wexford, Ireland",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False
73,"Collins Construction, County Down, Ireland",-5.715766700000001,54.32769870000001,"County Down, UK",,False
74,"DP Plumbing & Heating, County Wexford, Ireland",-6.236350100000001,52.7387314,"Hawthorn House, Ballyellen Upper, Inch, Scanna Inch, Co. Wexford, Ireland",,True
75,"Insulate Your Home, County Kildare, Ireland",-6.495201,53.3690373,"298 Ryevale Lawns, Leixlip, Co. Kildare, Ireland",,True
76,"Ecowise Insulation Ltd, County Galway, Ireland",-9.013201,53.2944107,"16a, Ballybane Industrial Estate, Galway, Co. Galway, Ireland",,True
77,"P & N Coyne Ltd T/A Coyne Group, County Dublin 15, Ireland",-6.3567412,53.41060479999999,"Unit 16, Northwest Centre, Ballycoolin Rd, Cloghran, Dublin 15, D15 CH21, Ireland",D15 CH21,True
78,"Envirobead Ltd., County Cork, Ireland",-8.661419,52.127474,"IDA Business Park, Quartertown, Mallow, Cork, Ireland",,True
79,"Hybrid Engineering & Contracting Ltd, County Westmeath, Ireland",-7.357631699999999,53.5167912,"Industrial Estate, Unit 12B Zone C, Clonmore, Mullingar, Co. Westmeath, N91 D761, Ireland",N91 D761,True
80,"JD Energy, County Monaghan, Ireland",-6.9683132,54.2492046,"Monaghan, Co. Monaghan, Ireland",,False
81,"Five Counties Home Insulation Limited, County Wexford, Ireland",-6.9414785,52.3989779,"Riverview, College Rd, Newtown Commons, New Ross, Co. Wexford, Y34 DY84, Ireland",Y34 DY84,True
82,"Peter Gavin Plumbing & Heating, County Mayo, Ireland",-9.3477258,53.8270645,"Pheasant Hill, Derrylea, Castlebar, Co. Mayo, Ireland",,True
83,"JK O Riordan Heating Plumbing & Renewables, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
84,"GB Plumbing & Heating, County Dublin 3, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
85,"Kingmek Ltd, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
86,"JCPS Mechanical Ltd, County Co Dublin, Ireland",-6.3424596,53.400792,"UNIT 48, 11 Rosemount Park Dr, Rosemount Business Park, Dublin, D11 FH02, Ireland",D11 FH02,True
87,"Joe Costello & Sons Construction Ltd, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
88,"Hamkel Holdings Ltd / Soltherm, County Co Dublin, Ireland",-6.1544248,53.2855303,"27 Monkstown Farm, Dún Laoghaire, Co. Dublin, A96 E8W6, Ireland",A96 E8W6,True
89,"Oliver Crampton & Sons Ltd, County Dublin 6, Ireland",-6.2705459,53.3164305,"147 Rathgar Rd, Rathgar, Dublin, D06 P2Y9, Ireland",D06 P2Y9,True
90,"Flynn Heating Services, County Kildare, Ireland",-6.848677599999999,53.12656399999999,"Upper Brownstown, Brownstown Little, The Curragh, Co. Kildare, Ireland",,True
91,"Dandenong Construction Limited, County Meath, Ireland",145.2139907,-37.9847811,"Dandenong VIC 3175, Australia",,False
92,"Noel Leacy & Sons, County Meath, Ireland",-7.021249800000001,53.4655978,"Anneville, Clonard, Co. Meath, A83 ER26, Ireland",A83 ER26,True
93,"FS Services, County Dublin 3, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
94,"Damien Ryan Contracts Ltd, County Mayo, Ireland",-9.2249789,53.5393005,"Ballymagibbon North Cross, Dowagh East, Co. Mayo, F12 W1H1, Ireland",F12 W1H1,True
95,"Bluebuild Renewables Ltd, County Dublin 12, Ireland",-6.346297799999999,53.31450779999999,"Unit 7a Block K, Ballymount Dr, Robinhood, Dublin, D12 FF63, Ireland",D12 FF63,True
96,"System Heating & Plumbing, County Co Dublin, Ireland",-6.3275681,53.3033166,"56 Willington Cres, Templeogue, Dublin, D6W FX20, Ireland",D6W FX20,True
97,"Aidan Thompson Construction Ltd, County Roscommon, Ireland",-8.2681621,53.7592604,"Roscommon, Co. Roscommon, Ireland",,False
98,"William Mitten, County Tipperary, Ireland",-8.1618514,52.47378940000001,"Co. Tipperary, Ireland",,False
99,"Glanabbey Ltd, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
100,"CK Energy Management Solutions (EMS) Ltd t/a ENCON, County Waterford, Ireland",-7.144663299999999,52.2343115,"17B, Six Cross Roads Business Park, Waterford, X91 N220, Ireland",X91 N220,True
101,"KTN Construction Group Ltd, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
102,"F Jordan Plumbing + Heating, County Cavan, Ireland",-7.2996623,53.9765424,"Cavan, Co. Cavan, Ireland",,False
103,"Mick Sammon & Co Ltd, County Kildare, Ireland",-6.796779,53.1784324,"Unit 23 Tarmel Centre, Cutlery Rd, Kilbelin, Newbridge, Co. Kildare, W12 PX96, Ireland",W12 PX96,True
104,"Robert Gibbons Plumbing, County Cork, Ireland",-8.490582999999999,51.874382,"Unit 9 Lee Park, Pouladuff Industrial Estate, Lehenagh Beg, Cork, Ireland",,True
105,"David Andrews, County Carlow, Ireland",-6.810829500000001,52.7232217,"Carlow, Co. Carlow, Ireland",,False
106,"Pouldoon Construction, County Wexford, Ireland",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False
107,"Martin O' Shea T/A Geosol Ltd, County Limerick, Ireland",-8.7474955,52.5090517,"Limerick, Co. Limerick, Ireland",,False
108,"CAC Plumbing Ltd, County Dublin 10, Ireland",-6.307282400000001,53.2898153,"Knocklyon Dr, Ballyroan, Dublin, Ireland",,True
109,"Evolution Plumbing Solutions Ltd, County Cork, Ireland",-9.310109599999999,51.586959,"Lassanaroe, Skibbereen, Co. Cork, P81 WF84, Ireland",P81 WF84,True
110,"Charwood Developments Ltd, County Dublin 4, Ireland",-6.310699500000001,53.3408186,"29 Emmet Rd, Inchicore, Dublin, D08 CK70, Ireland",D08 CK70,True
111,"CT Gas Services, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
112,"Royal Construction, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
113,"Ollie Mc Phillips Ltd, County Wexford, Ireland",-6.9281248,52.3876007,"Unit 3, Ring Road Business Park, New Ross, Co. Wexford, Y34 W571, Ireland",Y34 W571,True
114,"Bridge Plumbing, County Clare, Ireland",-8.7719045,52.7470332,"28 Cluáin Droichéad, Mountievers, Sixmilebridge, Co. Clare, V95 K527, Ireland",V95 K527,True
115,"Boutom Building Ltd T/A Joe Dunne Construction, County Dublin 12, Ireland",-6.338118,53.31274250000001,"12 Greenhills Rd, Greenhills, Dublin, Ireland",,True
116,"Sean Forde Heating and Plumbing, County Mayo, Ireland",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False
117,"AEA Energy Limited, County Westmeath, Ireland",-7.3461489,53.5418314,"Lough Sheever Corporate Park, Mullingar, Co. Westmeath, Ireland",,True
118,"John Lynagh, County Tipperary, Ireland",-8.1618514,52.47378940000001,"Co. Tipperary, Ireland",,False
119,"C.M. Building Services Ltd, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
120,"Ollie Nally Heating & Plumbing, County Westmeath, Ireland",-7.4653217,53.5345308,"Westmeath, Co. Westmeath, Ireland",,False
121,"Eco Insulation Plastering, County Roscommon, Ireland",-8.2681621,53.7592604,"Roscommon, Co. Roscommon, Ireland",,False
122,"Twylin Pro Limited T/A Doolan Carpentry, County Westmeath, Ireland",-7.4653217,53.5345308,"Westmeath, Co. Westmeath, Ireland",,False
123,"Irish Renewable Energy Services, County Cavan, Ireland",-7.2996623,53.9765424,"Cavan, Co. Cavan, Ireland",,False
124,"Solaregy T/A Sola, County Tipperary, Ireland",-8.1618514,52.47378940000001,"Co. Tipperary, Ireland",,False
125,"TM Plumbing & Heating Ltd, County Kildare, Ireland",-6.807413899999999,53.171957,"22 Moore Park, Moorfield, Newbridge, Co. Kildare, W12 F596, Ireland",W12 F596,True
126,"Paddy Brennan Builders, County Laois, Ireland",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False
127,"Boiler Tech, County Limerick, Ireland",-8.860822599999999,52.5584754,"Ballinvira, Croagh, Co. Limerick, V94 D3T6, Ireland",V94 D3T6,True
128,"Alkar Construction Ltd, County Mayo, Ireland",-9.172189999999999,53.51095,"Bunnafollistran, Glencorrib, Co. Mayo, Ireland",,True
129,"Pro-Tech Plumbing and Heating Ltd, County Galway, Ireland",-8.4081355,53.5231383,"Ballinacor, Newbridge, Co. Galway, H53 E7F9, Ireland",H53 E7F9,True
130,"MTK Heating & Plumbing Ltd, County Kildare, Ireland",-6.588970799999999,53.37688379999999,"Old Greenfield, Maynooth, Co. Kildare, Ireland",,True
131,"Tony Mckeon Carpentry & Building Services, County Cork, Ireland",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False
132,"Michael Flaherty, County Limerick, Ireland",-8.7474955,52.5090517,"Limerick, Co. Limerick, Ireland",,False
133,"JGS Engineering, County Dublin 6W, Ireland",-6.2795044,53.3426828,"42 Thomas St, Merchants Quay, Dublin 8, D08 AW86, Ireland",D08 AW86,True
134,"Henry Connolly Builder Ltd., County Clare, Ireland",-8.6112121,52.7218489,"roo west, Roo West, Ardnacrusha, Co. Clare, Ireland",,True
135,"T & S Mckeon Homes Ltd, County Longford, Ireland",-7.6019242,53.867178,"Smear Lane, Polladooey, Aughnacliffe, Co. Longford, Ireland",,True
136,"Bernard Mc Entee, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
137,"Ocon Plastering Ltd, County Cork, Ireland",-8.7658636,51.9842721,"Ballykerwick, Donoughmore, Co. Cork, Ireland",,True
138,"Safe Gas Systems, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
139,"West Coast Insulations Ltd, County Galway, Ireland",-8.9973098,53.2904181,"Ballybrit, Galway, Ireland",,False
140,"CGP, County Louth, Ireland",-6.4080594,54.0236111,"Armagh Rd, Sportsmans Hall, Dundalk, Co. Louth, Ireland",,True
141,"Behan Plumbing & Heating Services T/A Keith Behan, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
142,"Carlow Insulation Solutions, County Carlow, Ireland",-6.9341359,52.8365072,"Carlow, Ireland",,False
143,"Jim Fitzgerald Construction Ltd, County Kerry, Ireland",-9.4731282,52.0593543,"19 Hazelwood Dr, Ballyspillane, Killarney, Co. Kerry, V93 W9RW, Ireland",V93 W9RW,True
144,"Cleary Carpentry & Building Contractors, County Meath, Ireland",-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False
145,"South East Insulations, County Wexford, Ireland",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False
146,"Multi Corp Construction Services Ltd, County Dublin 15, Ireland",-6.378006699999999,53.38003819999999,"14 Castleknock Rise, Blanchardstown, Dublin 15, D15 HKT0, Ireland",D15 HKT0,True
147,"Noel Kearney, County Cork, Ireland",-8.764363099999999,51.9884699,"Co. Cork, Ireland",,False
148,"A.D.C. Plumbing & Heating/Alistair Cope, County Cork, Ireland",-8.5815979,51.8865987,"Cuil Greine, Link Rd, Carrigrohane, Ballincollig, Co. Cork, P31 DW66, Ireland",P31 DW66,True
149,"Doorus Construction Ltd, County Galway, Ireland",-8.978849199999999,53.170019,"Doorus, Co. Galway, Ireland",,False
150,"GB Gas Services, County Dublin 24, Ireland",-6.371286,53.2678063,"2 Kiltipper Rd, Ellensborough Park, Kiltipper, Dublin 24, D24 R2A0, Ireland",D24 R2A0,True
151,"Drumattan Construction Ltd, County Leitrim, Ireland",-8.0404396,54.0474586,"Cornashamsogue, Drumshanbo, Co. Leitrim, Ireland",,True
152,"Ecomax Construction Services Ltd, County Kilkenny, Ireland",-7.218001999999999,52.5776957,"Kilkenny, Co. Kilkenny, Ireland",,False
153,"Stuart Nolan Plumbing & Heating, County Wexford, Ireland",-6.478409399999999,52.3193169,"23 Whiterock Dr, Pembrokestown, Whitebrook, Co. Wexford, Ireland",,True
154,"J.P. Moran Construction Ltd., County Dublin 18, Ireland",-6.5006651,53.3000065,"3 Peamount Rd, Cornerpark, Co. Dublin, D22 E6H7, Ireland",D22 E6H7,True
155,"Maurice Lyons Heating & Plumbing, County Kerry, Ireland",-9.5668632,52.15446069999999,"Kerry, Co. Kerry, Ireland",,False
156,"David Murphy T/A D.T.M. Construction, County Wicklow, Ireland",-6.367254300000001,52.9862313,"Wicklow, Co. Wicklow, Ireland",,False
157,"Thermal Properties, County Wicklow, Ireland",-6.1432715,53.145469,"Ard na Mara, Red Ln, Kilmurry South, Kilmacanogue, Co. Wicklow, A98 X3N0, Ireland",A98 X3N0,True
158,"Billy Olin Heating & Plumbing, County Dublin 12, Ireland",-6.3275681,53.3033166,"56 Willington Cres, Templeogue, Dublin, D6W FX20, Ireland",D6W FX20,True
159,"Western Energy Systems, County Galway, Ireland",-8.8534113,53.3564509,"Galway, Co. Galway, Ireland",,False
160,"Almac Heating Services, County Dublin 6W, Ireland",-6.330047299999999,53.3026104,"16 Osprey Ave., Templeogue Village, Dublin, Ireland",,True
161,"Ian Clarke, County Monaghan, Ireland",-6.9683132,54.2492046,"Monaghan, Co. Monaghan, Ireland",,False
162,"Aquatech Plumbing & Heating, County Co Dublin, Ireland",-6.1911456,53.5424577,"Oberstown, Lusk, Co. Dublin, Ireland",,True
163,"Martin Mannion / Oil Burner Services, County Donegal, Ireland",-8.1040967,54.6548993,"County Donegal, Co. Donegal, Ireland",,False
164,"Alan Watters Heating & Plumbing Ltd, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
165,"Kieran Howard, County Clare, Ireland",-8.9811351,52.904532,"Clare, Co. Clare, Ireland",,False
166,"TC Plumbing Ltd, County Kilkenny, Ireland",-7.218001999999999,52.5776957,"Kilkenny, Co. Kilkenny, Ireland",,False
167,"Multi Wrap Ltd, County Wicklow, Ireland",-6.0580646,52.98131679999999,"4 Glendasan Cl, Friarshill, Wicklow, A67 YY65, Ireland",A67 YY65,True
168,"DEMC Heating & Plumbing Limited, County Waterford, Ireland",-7.110070299999999,52.2593197,"Waterford, Ireland",,False
169,"Gary Norberg T/A Leeside Plumbing And Heating, County Cork, Ireland",-9.221477,51.626862,"Driminidy North, Drimoleague, Co. Cork, Ireland",,True
170,"Frank Groome T/A Speedy Plumbing & Heating Service, County Westmeath, Ireland",-7.4653217,53.5345308,"Westmeath, Co. Westmeath, Ireland",,False
171,"Anthony Lynch Heating & Plumbing, County Dublin 5, Ireland",-6.3275681,53.3033166,"56 Willington Cres, Templeogue, Dublin, D6W FX20, Ireland",D6W FX20,True
172,"BSG Homes Ltd, County Dublin 15, Ireland",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False
173,"Irish Homes Property Services, County Dublin 15, Ireland",-6.2332462,53.3397748,"6 Somerset St, Dublin, D04 K859, Ireland",D04 K859,True
174,"Munster Retrofit PM Limited, County Limerick, Ireland",-8.7474955,52.5090517,"Limerick, Co. Limerick, Ireland",,False
175,"AOH Heating & Plumbing, County Dublin 9, Ireland",-6.3275681,53.3033166,"56 Willington Cres, Templeogue, Dublin, D6W FX20, Ireland",D6W FX20,True
176,"ACG Heating & Plumbing Ltd, County Kildare, Ireland",-6.588970799999999,53.37688379999999,"Old Greenfield, Maynooth, Co. Kildare, Ireland",,True
177,"Noel Fitzpatrick, County Laois, Ireland",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False
178,"WP Building Insulation Ltd, County Waterford, Ireland",-7.110070299999999,52.2593197,"Waterford, Ireland",,False
179,"Tim O'Leary Spray Foam Ltd, County Kerry, Ireland",-9.5668632,52.15446069999999,"Kerry, Co. Kerry, Ireland",,False
180,"Joyce Electrical, County Galway, Ireland",-9.089137899999999,53.2722027,"24 Cruachan Park, Rahoon, Galway, H91 D39W, Ireland",H91 D39W,True
181,"Tony Leahy Heating And Plumbing Services, County Cork, Ireland",-8.4336324,51.863581,"10 Melbourne Cl, Donnybrook, Cork, T12 R2TC, Ireland",T12 R2TC,True
182,"Michael Thomas O'Donovan, County Limerick, Ireland",-9.0580781,52.4498671,"1 N Quay, Gortboy, Newcastle West, Co. Limerick, Ireland",,True
183,"Pat Connell Plumbing & Heating Ltd, County Cavan, Ireland",-7.2996623,53.9765424,"Cavan, Co. Cavan, Ireland",,False
184,"OCI Insulation, County Galway, Ireland",-9.619403,53.2430444,"Rinn, Carraroe, Co. Galway, H91 N1YW, Ireland",H91 N1YW,True
185,"Phoenix Contractors, County Kildare, Ireland",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False
186,"Kiwi Construction, County Louth, Ireland",-6.4889423,53.9252324,"Louth, Co. Louth, Ireland",,False
187,"All Gas Heating and Plumbing Services, County Dublin 5, Ireland",-6.2042683,53.37798009999999,"29 Abbeyfield, Clontarf West, Dublin 5, D05 X4E7, Ireland",D05 X4E7,True
188,"Michael Nash Heating & Plumbing, County Carlow, Ireland",-6.810829500000001,52.7232217,"Carlow, Co. Carlow, Ireland",,False
189,"Casey Insulations Ltd, County Kerry, Ireland",-9.7502777,52.42808420000001,"Feeans, Causeway, Co. Kerry, Ireland",,True
